class,text
neg,“@_TheCuttingEdge: .... depression hurts” cymbalta can help
neg,Special K + crossed fingers = diet #quetiapine
neg,"I've got people being jerks, people ignoring me, and I'm severely depressed. I'm going to bed. Maybe an extra Seroquel is in order?"
neg,"@MiLOKMAT #ISayNoToSmokingBecause Intake of so much nicotine, can make u a dead machine!pic.twitter.com/fPTXXAsg3I"
neg,@superfinefeline Can try Difflam - pretty powerful suppressant/lozenge.
neg,"On 15 March 2013, Eli Lilly successfully defended the validity of its patent on Zyprexa (olanzapine) against a wide-ranging attack by Apotex"
neg,NEWS: NICE recommend olanzapine as an effective treatment for Murray mania. #wimbledon2013
neg,#CMSC A new test to establish risk of PML in Tysabri reveals about half of JCV infected patients have very low risk of PML
neg,"SSRI Birth Injury Drugs: Celexa, Effexor, Lexapro, Paxil, Prozac, and Zoloft. Call now to speak with an attorney. 1.888.520.5202."
neg,"#WhyICantSleepAtNight all you within this trend prolly...likely need some meds! Ambien, Xanax,trazodone. Somethin.damn or take a quick run"
neg,@pueblokc I'm having a hard time getting my Enbrel injections :/
neg,I have a question for everyone on humira. How long have you been on it.? If it has been awhile what if any side effects do you have?
neg,"Advice to small businesses, pay your Cipro Annual Returns @SAB_KickStart""lot of Smme don't have full info about this development."
neg,Prozac <<<<<<<
neg,"Find out more about nicotine replacement therapies including patches, lozenges and gum in these videos: http://www.health.govt.nz/your-health/healthy-living/addictions/smoking/quit-smoking/products-help-you-quit-smoking …"
neg,"@WiteGirlsGoWild Cymbalta helps with depression, take that shit."
neg,Nicotine calms me down
neg,"@melbrok75 actually i think studies say cloz worst, olanzapine close second. But it doesn't really matter."
neg,Its been so long that if I took one of my vyvanse right now id be up for two days
neg,"@ValBazaldua YOU'RE SO BASIC YOU NEED MY CYMBALTA.. Hm, ever tried meth?"
neg,@Zainul_00 @_humairaaa @AishaEsa aisha said u said to tell humira n me n her go get married say dat to my face all listen i dont fight but
neg,"@sbry Lamictal. 2 years now, 'tis good. Sleep deprivation sets me off! Was on Epilim, years ago. Think it's banned now. Christ. Scary..."
neg,Pamela Osorio Whatever her last name is needs cymbalta.
neg,@a_george126: Depression sucks. Cymbalta can help
neg,I'm high AF on VyVanse.
neg,I need cymbalta bc Harry styles
neg,"We Irish are such a happy bunch when the sun shines, reading all the tweets you'd swear we were all on Prozac today #irishsummer"
neg,"#Diabetic drugs: New ones are Nesina, Kazano, Oseni"
neg,@AlexxxFinn depression hurts. I need some Cymbalta.
neg,"Of atypical antipsychotics, clozapine (Clozaril) is least likely to cause EPS or tardive dyskinesia. Quetiapine (Seroquel) next in line."
neg,@Vicksy_D Pred and then Humira need to do the job (with other meds) to allow that I guess x
neg,@AnissaaaReneee same here!!! It was perfect timing too cause the song before it was bring memories back && stuff then bam cymbalta
neg,"If interested in the Sandoz #etanercept phase 3 study, you should know about this, too. #biosimilars #pharma #patent http://www.law360.com/articles/453103/sandoz-fights-amgen-enbrel-patent …"
neg,"@WarmCigarette Hark, the cigarettes will sing, glory to the nicotine!!"
neg,my fluoxetine pill wasn't fully dissolved and i burped and it was the worst thing oh gross oh no how could this happen to me i made my mista
neg,Seroquel is already in me... now waiting for the time....
neg,"having to cake my arms in factor 50 just to walk in the street or go in the garden, on cipro whilst its sunny, great -.-"
neg,"To the ladies""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."""
neg,@Meeesh42 trazodone lol
neg,“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” @dadalife taught me that
neg,"@SethMacFarlane After 3 Vegas bombs, 50mg trazodone, & week old Chinese food I dreamt I was animated with Francine. Thanx mate. #StanShotMe"
neg,Two trazodone and I'm gone
neg,"@GinaRClark @rawarrior I have been amazed at the copay assistance I've gotten from #Enbrel & #Humira, too. #rheum"
neg,"@AuntFlo_28 often enough, that's for sure. It got better over time, though. But then it got weird again when I started Humira."
neg,I think I love vyvanse #newboyfriend
neg,Shay need Seroquel. Highest dose.
neg,The list of possible side effects and complications in this cymbalta commercial is simply hilariously terrifying. It's a pill for back pain.
neg,"Ahh, that 50 milligram pill of Lamotrigine really hit the spot! #Sarcasm #iHateMyMeds"
neg,Here comes the Prozac...
neg,@1jaclynwatson Sounds better than a TCP lozenge! How can I have a sore throat when it's hot outside! Grrrrrr
neg,@Sarahdgaf13 ohh man I've never heard of it. I was on humira for 3 years and it worked really well.
neg,@keep__smyelin yes they insert a port for the infusion with Tysabri. I did it yesterday for the 49th time. It's just a small sting.
neg,"@SamanthaTomich Medications that block the NMDA receptor, like dextromethorphan, memantine, riluzole and amantadine. @pueblokc @osaxy"
neg,@muhleeah i heard of tysabri. Should work good on ms. But serious Side effects as well :(
neg,depression hurts cymbalta can help
neg,@virk_257_PTI f u.i wanted city to retain their title.you can now start your trazodone infusion to solve your #rvpvolley priapism.
neg,"Another #lyme suicide. So sad. #lyme suicide is typically a #limbic #seizure? #Neurontin, Lamictal, Depakote and #Klonopin can help"
neg,"@HeyyyyAdam it's true, but after slapping a bit of paroxetine on the little guy i can go for hours!"
neg,@SoDakPB Why does The Writer's Almanac have to sound like it's OD'd on Prozac? Writing is exciting! Make it sound that way!
neg,FDA Approval of Latuda® (lurasidone HCl) as Monotherapy and Adjunctive Therapy in Adult Patients with Bipolar Depression -...
neg,"In Paula Deen's defense, Victoza's side effects include ""sudden, uncontrollable racism."""
neg,@LJ2510 It has helped somewhat yes. Is Fluoxetine not somewhat old? Prozac etc. Should you not perhaps favour an SNRI over SSRI?
neg,Okay I'm re-reading my tweets... I need a nap. Or Zyprexa. Either way my taco is getting cold so it needs my immediate attention #Night
neg,"If I still don’t respond to it, they’ll switch me to Humira - adalimumab."
neg,Has any of you Lost your Hair from Tysabri ? Have you been feeling Nausea ?
neg,Buy Boniva To Treat and Prevent Postmenopausal Osteoporosis - ...
neg,"Saxagliptin, am I right, guys? Ha.pic.twitter.com/2teWUbTJBZ"
neg,@DanCuzns I'm on Pristiq and I'm on the pill too remember. So can't mix with the two.
neg,"$FRX finally launches Namenda XR in US, 3 years after approval. Twice daily to once daily, but more importantly extends memantine franchise."
neg,"keep your black and milds and cigs, need no nicotine"
neg,Tysabri set to be a treatment for spms if trials prove effective and at least 3 desperate stem cell trials going on. Incredible work!
neg,"It's our old nemesis Doctor Dysphoria! Quickly, Fluoxetine - to the dome of ephemeral sadness!"
neg,"Today the FDA approved paroxetine (Brisdelle), an SSRI, to treat moderate to severe hot flashes associated with menopause. Thank The Lord!!!"
neg,"@I_Have_Crohns Zyprexa, Risperdal, Seroquel, Lithium, Epival, and Trileptal all made an appearance with the antidepressants..."
neg,"@laddile Oh, I agree! My daughter is on Enbrel injections & is now in a clinical remission like Ayla. I hope your son responds beautifully."
neg,Men's Warehouse guy needs a lozenge.
neg,"@Lifeontheedge2 meds can be a life changer, I'm telling you!! I was put on quetiapine recently and it has helped LOADS. Try it x"
neg,Then I get depressed and consider cymbalta
neg,Debbie just the wall. She never had it all. One Prozac a day. Husbands a CPA.
neg,Take me down to Paradise City. I guess. Feels like forever ago someone sat next to me on the couch though. - Paxil Rose #depressedsingers
neg,"Fashion hurts, cymbalta can help"
neg,FUCKING NICOTINE DRIVING MY FUCKING MIND UP THE FUCKING WALL. I FEEL LIKE KATHY BATES
neg,"@emefq i start craving the Benzo's after a few days. Hate them passionately. Please tell me not amitriptyline, cymbalta or Effexor"
neg,"@JustKristi I've said my last to Woodsman, I promise. I'd like to shoot him--with a dart filled with Zyprexa."
neg,Dronedarone not recommended for patients with permanent #AFib or for the sole purpose of rate control - Anne Gillis #ehraeuropace
neg,"Despite their anticonvulsant properties, carbamazepine, lamotrigine, phenytoin, and topiramate have been reported to cause seizures in OD."
neg,Vyvanse + day drinking = not a good idea. Whatever..
neg,I actually have the attention span of a goldfish Seriously I need some fucking vyvanse just so I can finish one task
neg,"Chemoprophylaxis for neisseria dis.: sulphonamide rifampicin ciprofloxacin, treatment: penicillin cephalosporin kalau allergy kat penicilin"
neg,#Rivaroxaban worked as well as warfarin in preventing strokes in patients with AF even if the patients were switched from warfarin.
neg,Any Dr's / Pharmacists out there have a view on Venlafaxine v Duloxetine on cholesterol levels? Is Duloxetine a better option?
neg,"@RealTaniceJugde cool visuals, crap sound. Olanzapine mutes the voices. Doesn't that make you feel lonely?"
neg,but end my experiment with Lamictal/Lamotrigine. i only took 25MG tablets for 9 days total...so should be okay to let it leave my body.
neg,"@ThePharmacyPen if I'm talking 2a little pen,then I certainly need highest dose of quetiapine! U r so dear 2me o'pen! Can't live without u"
neg,"@danaimmanuel it's not quite as fun, but you could try a throat lozenge/cough drop."
neg,#FDA rejects #Bayer’s #Xarelto to reduce risk of stent thrombosis in patients w/ acute coronary syndrome $BAYRY #pharma #biotech #heart
neg,"@lapsangsusie @Mental_Elf yes lamotrigine licensed in USA/UK for Bipolar, main use epilepsy=confusion. Please chat with Dr before stopping"
neg,You'd be surprised what some seroquel can do! #magicdrug
neg,"Lamotrigine, though significantly elevated in most brain metastases relative to surrounding brain"
neg,Gotta wake up ... Studio in a few hours. Don't wanna sound like a frog in the booth. Jesus be a throat lozenge ...
neg,Bananas contain a natural chemical which can make a person happy. This same chemical is also found in Prozac.
neg,@poobou thought I replied. Had horrible issues on it. Cried & slept for the whole month I was on it. Cymbalta worked better for me.
neg,@kylejonathann i hate the drip from it l like the pro drug form of it vyvanse
neg,Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” Easy Ladies!
neg,All these years and nobody thought to offer batman a throat lozenge??
neg,"Vyvanse, commonly known as OCD in a pill."
neg,"This quack nurse told me 2 take cipro forte 500mg wen I never eat, if I die y'all shud knw RUN clinic nurse naim kill me"
neg,"Nicotine? Too simple. I'm addicted to another chemical compound, it's called human."
neg,@redacre doesn't matter. As long as they don't use tysabri royalty.
neg,Is anyone on an antipsychotic they can actually tolerate? I can tolerate a low dose of olanzapine 7.5mg
neg,"Enbrel, you are such a wonder drug!!"
neg,Nicotine hit my phone like you dont smoke n i know this but today is 420 n ima get high n you know it
neg,Cymbalta can help #subtweet
neg,"The Vyvanse life is a lonely life, but it's the only life for me,"
neg,17 of the top 20 prescribers of the blood pressure drug Bystolic have received speaking fees from its maker.http://propub.ca/11WKC50 
neg,17 of the top 20 prescribers of the blood pressure drug Bystolic have received speaking fees from its maker.http://propub.ca/11WKC50 
neg,@MerandaCF Yup till September. Have to go this Tuesday for it since I was put on oral Cipro
neg,#humira is a blessing #randomtweet
neg,"@GrantMuseum @TehNakedMoleRat lozenge? Moles are not cough sweets, we are beautiful creatures of digging joy."
neg,"@fixedhistory rapidly cycling out of control lol..downward swing now...kind of have even mood. Stopped seroquel, appt 2morro to change meds"
neg,@jcmonahan ~J.C!!... My Fav weather-babe!.. Baldy takes too long. Plus ur smile is like 100 Prozac.
neg,Ouch! It bloody hurt. But quite excited about prospects. #Humira
neg,so watching an ad for cymbalta... more than half deal with side effects... #nothanks
neg,If you talk bad about Lebron I hope a thug shoots off your great toe and all the Vancomycin and Cipro in the world cant cure the infection.
neg,"@superleeni im stuck with the Fluoxetine for the next 3 months, maybe it'll improve with time"
neg,#Saphris is the devil. It can go back to hell where it was invented.
neg,"caught an enbrel ad.. oh, phil. always a bridesmaid, never a bride. #yougetwhatimean #2ndplacewinner"
neg,"@Ferrisindustry thanks, muffin! Still adjusting to trazodone, doc advised I might be nuttier than usual for the initial weeks. Apparently!"
neg,Thank god for ciprofloxacin
neg,“@doniqueD: “@SpontaneousNat: “@doniqueD: *coughs ridiculously over the TL*” you want some lozenge” no I'm cool *coughs*” Okay ooh
neg,"Fosamax has been linked to many severe side effects that include femur fractures, esophagus problems,& hardening of the jaw.1.888.520.5202"
neg,@EquineJournal neue schule trans-angle lozenge every time
neg,Dissatisfied with Rosetta. Moved on to Cipro
neg,@ChangeMyTampon @PBandJenelley_1 @InfanousJames1 I thought she only took melatonin ti help her sleep. Seroquel is for bipolar not imsomnia
neg,"@TheBirotteKid why the fuck would you try that, its like tryin to bust on vyvanse. that shit aint happening."
neg,How long before Boniva ousts Sally Field and replaces her with Vanessa Hudgens?
neg,"considering taking a seroquel and sleeping til monday, does anyone have any better suggestions"
neg,I need food. I'm cranky when I'm hungry. Food is my Prozac sometimes. Ok. Most of the time.
neg,"Journal Articles Fulminant Hepatic Failure in Association With Quetiapine Journal of Medical Case Reports, April 26, 2013"
neg,"Batman voice ""I need a lozenge."""
neg,"If my RA gets any worse, I'm gonna be on bed rest until BCBS personally delivers my Humira #arthritisprobs #cantmove"
neg,@_baseballprince Let me sleep on it and then I'll let you know. But I've been nicotine free for 6 days now and what if it gets back into me?
neg,Nicotine and I are best friends today. #hookah #ecig
neg,[Clinical Trials] AbbVie Study Assesses Role of Predefined Doses of Methotrexate When Used With Humira http://dlvr.it/3WCcrC 
neg,“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” That's bananas!;)
neg,@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
neg,bored off my tits and Trazodone works for shit
neg,One throat lozenge and a cool shower later and I feel better already. Nearly lost my voice after just my morning lessons! #swimlife
neg,"The D ""@foodFIRST_: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."""
neg,"Holy shit! uhhh, yeah- not only does the effexor leave my system really fast, it re-enters it really quickly too"
neg,Where to Purchase Actonel - Actonel From Mexico Without Pre_script_ion at Maryland - Read more: http://bit.ly/ZmaDh9
neg,@hey_whatsoever Cold Turkey baby! I was using lozenges for day 1 then binned them as they were stronger nicotine than my normal smokes.
neg,@MrCreations_ smokin nd sleeping #Seroquel
neg,CardioSource - AMPLIFY Apixaban as Effective as Conventional Therapy in Treating Acute Venous Thromboembolism http://shar.es/Ac3rd 
neg,@Sami_Motin any side effects? My neuro recommended Tysabri as first option but I was scared. Went with Gilenya
neg,FDA rejects NDA for Xarelto to prevent stent thrombosis in ACS patients. (Story to follow in the pm.)
neg,I'm the lozenge that Gotham deserves... (Read in Batman voice.)
neg,A prozac a day makes the voices away
neg,"Moms quotes of the day: ""Give me a half a vyvanse and I'll clean your room."" And ""I'm just gonna have to start smoking pot to be around you"""
neg,{1} Alendronate is a bisphosphonate used to treat Oseoporosis and Paget's disease. How should the patient take it?pic.twitter.com/dGu1bARBhA
neg,"Watched ""Silver Linings Playbook"" tonight. Terrific movie, except nobody says Trazodone like that."
neg,"@ETPC1 I'm surprised you weren't originally started on Paxil, it's like the most popular SSRI"
neg,Just water+Nicotine~
neg,"@OceanDistress lol, really? My Prozac does absolutely nothing! I need something stronger!"
neg,@saucygurl915 I've felt she was the wrong person for the face of Victoza from the beginning.
neg,@NEJM publishes exciting PhIII trial results for #Eliquis (apixaban) suggesting a hopeful alternative for VTE #ISTH2013
neg,"Fluoroquinolones (eg, ciprofloxacin,levofloxacin,gemifloxacin,moxifloxacin) n children younger than 18years of age generally is discouraged."
neg,"When I can't sleep I start to list the drugs I know in alphabetical order - abciximab, acamprosate, alendronate, zzzz(olpidem, opiclone)..."
neg,@awakenings_ ziprasidone and olanzapine I.m. Both has less metabolic syndrome effect.and used in ER for acute agitation
neg,"@PantherAlyxx lamotrigine/lamictal. I do mail order so it takes a while to get, thought I had more around somewhere"
neg,"G'morning UK! Please remember, next time someone convinces their GP they are good to stop Quetiapine, they are BOTH WRONG."
neg,"Want to quit #smoking? Try nicotine replacement therapy like gum, lozenges & patches to help end your cravings #OLW"
neg,"Nicotine, valium, vicodin, marijuana, ecstasy and alcohol. Ccccocaine!!!!!"
neg,Still lack of clarity on how to reverse the effect of rivaroxaban & other new oral anticoagulants -ongoing concern for Emergency Dept
neg,"Cipro tablets are present inward 100 mg, 250 mg, 500 mg, 750 mg baton 1000 mg.:"
neg,@hannah91311 he's doing good he needs his Paxil cause he's grumpy but other than that he's good he just works himself to death lol
neg,@morgankittie get pristiq and vyvanse. The combination is amazing
neg,Novartis' secukinumab superior to Enbrel in head-to-head p3 study in psoriasis $NVS
neg,@AdamSessler Wouldn't a strepsil or some kind of throat lozenge be better?
neg,"@Coateshanger one prozac a day, husbands a CPA"
neg,"“@UberFacts: There are no words in the English language that rhyme with purple, orange, silver or month.” lozenge rhymes with orange"
neg,While I missed the chat I'll say it took a while for the right medication. Trazodone & Remeron and it's out like a light #bpdchat
neg,Got my shit taken from me because I burned myself with salt and ice 20 times on my leg. Out for the day ! Hair appt at 11. On latuda now.
neg,@stark3923 get checked out I found out I had Psoriatic Arthritus and am now on Humira.
neg,Haven't took my vyvanse sense the last day of school. It feels weird
neg,"WTF the emergency doc just recommended my boss give his Avelox to someone else instead of throwing them away since they ""are very strong"""
neg,But why hasn't my vyvanse kicked in?
neg,RT @Anak_Bijak #WiseWords this is me on drugs.: Welcome. I'm starting up with lamotrigine (another name for lamictol) to... http://t....
neg,Gonna lay down and try to get some sleep. I really need to start taking my Trazodone to sleep. I kinda hate taking something that knocks
neg,"Asenapine (Sycrest®) for maniac episodes. Another drug with no advantages and complicated to administer, http://bit.ly/1b9wzBf "
neg,Why don't they make Boniva in suppository form??
neg,"#ifitwasntfor vyvanse&coffee, I wouldn't be able to work as much as I do. #true"
neg,LAWL RT @PelvisThrustly: Animals are committing suicide. Depression hurts. Cymbalta can help. #TeenWolf
neg,Dr @bengoldacre would love this Eisai-sponsored session on perampanel at the Intl Epilepsy Congress in Montreal...
neg,@YB_NL: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
neg,"@bpdprincessx it is but i dont know if its due to the lamotrigine, baby brain, dissociation or just forgetfulness, its concerning. Xx"
neg,I sometimes eat this and pretend it's candy when it's actually not bec it's a lozenge :( oopspic.twitter.com/eHEiGbmMln
neg,i feel genuinely well on paxil i can't stop saying this enough and it makes me happy
neg,@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac. BULLSHIT ON PROZAC
neg,*takes chill lozenge*
neg,@Bukshizzle. When she is moving around but she is dead...genius...its exactly like psychosis..u must know about ziprasidone or respiradone.
neg,@youngq1313 ya I refuse cipro. I do Bactrum if I need an antibiotic
neg,WHY WON'T THESE THROAT LOZENGES SOOTH MY THROAT. LOZENGE DAMN IT.
neg,"As soon as I drift off my generous popa comes into my room and force feeds me a lozenge, thanks"
neg,Are antibiotics safe? Read our original investigation: Popular antibiotic ciprofloxacin linked to UK deaths http://www.theecologist.org/News/news_analysis/897407/popular_antibiotic_ciprofloxacin_linked_to_uk_deaths.html …
neg,@matthewherper I assume so. All I can tell you is that the staff in my office hate it when I write for apixaban.
neg,@Mental_Elf is lamotrigine licensed for bipolar? I have it off-licence for major depression and replacement community psych wants to stop it
neg,"@tllanes My nighttime med is Trazodone and I cut back to a generic, OTC for my acid but it is a sad night if I don't take it."
neg,He's as chatty and persistent as ever. And impervious to Quetiapine Fumarate
neg,This bitch can't pronounce lozenge. This is college. Pollys it's only two syllables
neg,“@IMmemorandum: Pregabalin and duloxetine are approved by the U.S. Food and Drug Administration for the treatment of fibromyalgia.”
neg,"Avelox, Dalmacol et Avamys plus tard .""#$TY&Ù!""#%$?&!!!!"
neg,@Modysoul I was on both the Cymbalta & Prozac teams when I worked for Lilly. I'm pretty sure I've taken so much Prozac I own the patent.
neg,Got a sore throat and cannot stand plasticky lozenge taste #randomfact
neg,@DanieLouize hi on channel 4 they're taking a little about victoza isn't that what you're using.?
neg,"That's Wtf I need RT@ayeee_MARIE: ""Depression can hurt. Cymbalta can help"" RT @DettaDont_DoIt Depressed? Cymbalta can help..."
neg,@marioarmstrong It's launching in a month. I can see some samples and some samples and some non nicotine e Hookahs for you too?
neg,@IanDickJokes I don't understand why all my thug friends like to take seroquel and drink... or do seroquel at all. wyf?
neg,"@BipolarBlogger my partner has had same with olanzapine at night. Took ages to sort the dose out, lots of tinkering too"
neg,HAHAHAHA! RT @wati_ goes well with the CIPRO docs RT @khanyemange Yes RT wati_: Jameson to say tgifpic.twitter.com/TPLaQdwCw9
neg,Today is brought to you by the letter S: Sushi Slurpee Seroquel.
neg,OB & psych have cleared me for BF-ing while on Prozac and Lamictal! VERY happy about this. Was hoping I’d at least get to try. #Bipolar
neg,There are other drugs in development. Large randomized study of memantine under way for core symptoms. #autismchat
neg,a bases is a doorkeeper: anseriform but factive
neg,@Huntermoore #confessionsofaratchet gave everyone at some out of town party seroquel and waited till they passed out then robbed the crib
neg,@GordonAlanBeard @rtaylor_mep @janebyfield actually inhaled nicotine vapour IS studied - by Pharma - Nicotrol inhaler. Good enuff 4 them...
neg,melatonin+xanax+trazodone & I still can't sleep! only one thing left to try...me-ow!
neg,@PeterBrownPsy hv tried all types of meds for my pure o inc memantine but nothing helps. Any advise as thr r no real support grps in India
neg,Who tryin to buy some trazodone?
neg,"@mjr221B about six months. I had bad side effects from Zometa, so I switched. I have NO problems with Xgeva."
neg,Codeine and seroquel it is then
neg,#humira ouch jab mark from yesterday #crohnspic.twitter.com/G9ZayajI5h
neg,My emails to big pharm were answered! Turns out there IS a pill that makes you stop spending all of your income in food and it's #vyvanse
neg,.@m_cetera why oh why do i always read Prozac instead of Prosec?
neg,Anyone notice that Xarelto commercials are almost identical to Viagra commercials? I just like commercials with sexy older men.
neg,Will start reading Prozac Nation later.
neg,"Vyvanse and cocaine are both schedule II drugs, coincidence? I think not."
neg,My brothers friend sounds like Miley Cyrus. Give this girl a throat lozenge.
neg,@711ace Olanzapine carries a warning that the drug can cause death among elderly people who have psychosis due to memory loss and confusion.
neg,@theotherrift it sort of can. :( You treat RLS w dopamine agonists. Olanzapine is a dopamine antagonist.
neg,@ithl123 - you really NEED to have @BRANDONHILTON for your Legends panel. Do the research on YouTube #Slay #Blueprint #Olanzapine #Floptacle
neg,"Popular antidepressants Zoloft, Prozac and Paxil can lower libido and prevent orgasms"
neg,@VoodooFairy88 has cat scan proof ecig improved her lungs and stoped her asthma ecig is vapour w/nicotine no harm distilled water/glycerine
neg,#MOH #Shisha delivers the addictive drug nicotine and is at least as toxic as cigarette smoke #TobaccoDay
neg,"@jaimestein now she tells me she had no reaction to Cipro, but said save some in case you come into contact with Anthrax or MegaDeath."
neg,Mark Munoz plans on taking Paxil inbetween rounds. #ufc162
neg,@MarcusPicture #Enbrel alwys works better 4 me in conjunction w/ #MTX + NSAIDs (400mg Tolectin). Monotherapy ATM w/NSAID + pain meds. #rheum
neg,"If your job requires you to use stimulants, 1) Get another job, 2) try quetiapine to help get off the stimulants."
neg,"Popular antidepressants Zoloft, Prozac and Paxil can lower libido and prevent orgasms"
neg,"@TheOtherTracy took me two weeks to feel my fluoxetine, 6 weeks to even out. (I had the ""Things aren't right and I need help"" talk 3 mo ago."
neg,@DanKennedy_NYC hmmm... I don't know. I'm more of a hypersomniac. have you tried meditation? warm bath? chamomile tea? hypnosis? trazodone?
neg,"SAVOR Trial fails to meet primary endpoint to show superiority of #AstraZeneca, Bristol DPP-4 diabetes drug #Onglyzahttp://www.reuters.com/article/2013/06/19/us-astrazeneca-diabetes-idUSBRE95I06Y20130619 …"
neg,I need some of these to get me thru the week #prozac #greendaypic.twitter.com/UrjGdb2D7Z
neg,Poor sad puppy is now on his 4th medication -- Cipro eye drops. But at least the cone is gone...
neg,"Dear mirtazapine & trazodone, You fucking suck at helping me sleep. Sincerely, #ptsd sufferers everywhere."
neg,"depression hurts, cymbalta can help. pls bby. drug me. ilysfm."
neg,Prescribed Wellbutrin and got an OKAY to get off Effexor as fast as possible. To be on the look out for symptoms of mania.. In case #bipolar
neg,#Smokingfact 10: Nicotine reaches the brain within 10 seconds after inhaling. It has been found in every part of the body& in breast milk.
neg,Vyvanse really is a life saver right now #nannyprobs
neg,"Release of Eliquis blood clot preventer story: By Bill Berkrot (Reuters) The blood clot preventer Eliquis, sold by Pfizer Inc and Bri..."
neg,@Vicksy_D why before Humira?
neg,Thank God for Zyprexa.
neg,@Vixoen Sequel? You mean Seroquel? (I think Sequel is what you take before writing your second book.)
neg,._. @Marissor that's a lot of lamictal.
neg,"CHMP recommends #Lemtrada for MS. High potency but risk of autoimmune reaction, so will be used after Tysabri. Forecast $700m in 7MM by 2021"
neg,"@kellikathleen_ haha sure, come scoop me! I'm at the Monterrey oaks apts by my house. Bring me a vyvanse please?! );"
neg,@msjuju8 @Loveont0ast @surrealbutok @ThatBloke7 @bron_two Bugger U made me look at meds 2 take. 30/1/14 Im due for shot of Zoledronic acid:)
neg,@PrototypeCube only thing im worried about is it backfiring on my paxil but other then that im ready to try anything so i can drink water
neg,@mpmccullough Really? W/ Pradaxa u r 5x more likely to bleed to death. You should not post info that you know nothing about.
neg,"FDA gives first approval for a nonhormonal hot flash treatment -- paroxetine (Brisdelle), an SSRI. Big news!http://bit.ly/19INYPr "
neg,Seroquel hit me so I can go to sleep.
neg,I actually really like this Vyvanse
neg,@chaosandcontrol Past 6/7 myths I've been on Sertraline & Lamotrigine. Sorry pulled me out of depression & I'm still getting #happymental
neg,RT @medpagetoday: #ENDO2013: #Victoza May Help with Weight in Ovary Disorder. #PCOS #OBGYN #endocrinology .@TheEndoSociety...
neg,I hate when I take vyvanse on days that I have nothing to concentrate on cause then I'm just forced to think about how messed up my life is
neg,"Interesting that use of duloxetine, a SNRI, in ACR OA guidelines. Influences descending pain pathways resulting in less pain"
neg,"Purchase some of our feature products such as Prozac (Fluoxetine Hydrochloride) and Provigil (Modalert, Modafinil). #medsindia #cheap"
neg,"RT @bebasaktif: Nicotine? Too simple. I'm addicted to another chemical compound, it's called human."
neg,Should've sold my vyvanse to these ACT takers.
neg,I need vyvanse ugh I ran out and now I've been eating all day and I feel weird without it
neg,"N. meningitidis Proph: Rifampin 600mg PO BID x4doses, Ciprofloxacin 500mg PO x1 dose, & Cegrtriaxone 250mg IM x1 dose #FOAMed #MedEd #ABIM"
neg,That daily struggle when i have to decide between coffee or vyvanse
neg,"Depression hurts, cymbalta can help... You kill yourself."
neg,Open Access: Hemorrhagic complications after prasugrel (Effient) therapy for vascular neurointerventional proc... http://bit.ly/1688ojr 
neg,"I have internal bleeding, physical depression, and im anemic ... I got cymbalta ,effexor ,& zanycs prescribed though :T"
neg,"Running on 2 hours of sleep,lots of caffeine, and my Vyvanse. It's going to be a long day and this presentation is going to suck #ugh"
neg,"@Fox1985 Cipro can permanently damage ALL tendons in the body. If you enjoy being able to walk, you need to find a safer antibiotic!"
neg,I<3 Seroquel
neg,*throws bottle of cymbalta at depressed bitch on my tl*
neg,@JSTJODIE Can I use #semtex while i'm on anti-depressants? (fluoxetine) xxx
neg,"@Maxx_Chaos @roastydog I take allegra and benadryl w effexor, lamictal, buspar, & klonopin & it's fine. The main ones that cause"
neg,World No Tobacco Day : Celebrate it by lighting an e-cigarette today. Nicotine Free.
neg,@cartoonlogos It's short-term pain while I recover from ear surgery. Nothing I need Cymbalta for.
neg,"@tombrazelton I see what you did, there....and I love it. (Though Paxil didn't do well for me.) :p"
neg,How Iove u Trazodone. :) You+The Bates Motel will send me to sleep in no time! #NoInsomnia
neg,@EllenPompeo I think Kleenex should thank @shondarhimes for their boost in sales they will have within the next 8 days. Maybe Prozac too. Ha
neg,@methplz I want Vyvanse! I am on Concerta though to treat my body.
neg,"Guy Fieri introduces a new entrée of steak battered in licorice and motor oil, glazed with powdered nicotine gum. Covered with Cheeto dust."
neg,"The times I can't complain, are the times I do the most. On a diet of black coffee and prozac buttered toast."
neg,My families conversation right now is about how speed is not like vyvanse and starting a medical marijuana business with Mitch...???
neg,Think im gonna go college to study phsycology just to analyze @DogmanAl hes gettin a triple dose of olanzapine for sure!
neg,"@mahaffey72 Orencia is brand new for me! I've been on Enbrel, Humira, Remicade, Cimzia, Humira again, and Actemra! Yeesh! Hope it works 4 u!"
neg,Trajenta® (Linagliptin): New Data On Safety And Efficacy In Type 2 Diabetes Patients With Renal Impairment http://dlvr.it/3ZWmTg  #diabetes
